ms_subclass,ms_zoning,lot_area,lot_shape,land_contour,lot_config,neighborhood,bldg_type,house_style,overall_qual,overall_cond,year_remod_add,roof_style,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmt_unf_sf,heating_qc,electrical,1st_flr_sf,2nd_flr_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_qual,fireplaces,garage_type,garage_finish,garage_area,paved_drive,wood_deck_sf,mo_sold,sale_type,saleprice,pool,porch,age
20,RL,13286,2,Lvl,Inside,Edwards,1Fam,1Story,9,5,2008,Hip,CemntBd,CmentBd,Stone,340.0,5,3,PConc,5,3,1,6,1234.0,464.0,5,4,1698,0,1698,1,0,2,0,3,5,1,Attchd,3,768.0,2,327,2,WD ,320000,0,1,2
70,RL,12888,3,Bnk,Inside,Sawyer,1Fam,2Story,7,8,1980,Gable,Wd Sdng,Wd Sdng,None,0.0,3,4,CBlock,3,3,1,5,288.0,717.0,3,4,1262,1005,2267,1,0,1,1,3,3,2,Attchd,3,498.0,2,521,4,WD ,219000,0,0,70
20,RL,8885,2,Low,Inside,Mitchel,1Fam,1Story,5,5,1983,Gable,HdBoard,HdBoard,None,0.0,3,3,CBlock,4,3,3,4,301.0,239.0,3,4,902,0,902,1,0,1,0,2,3,0,Attchd,1,484.0,2,164,6,WD ,131000,0,0,23
60,RL,8857,2,Lvl,Inside,Gilbert,1Fam,2Story,6,5,2006,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,738.0,5,4,738,757,1495,0,0,2,1,3,4,1,Attchd,2,440.0,2,100,3,New,171925,0,1,1
20,RL,14137,2,Lvl,Inside,Gilbert,1Fam,1Story,5,5,1997,Gable,HdBoard,HdBoard,None,0.0,4,3,PConc,4,3,1,6,450.0,898.0,4,4,1384,0,1384,1,0,2,0,3,4,0,Attchd,1,404.0,2,0,11,WD ,177900,0,1,12
70,RL,6720,3,Lvl,Inside,Crawfor,1Fam,2Story,6,7,1950,Gable,VinylSd,VinylSd,None,0.0,3,3,BrkTil,3,3,1,1,0.0,585.0,3,4,851,585,1436,0,0,1,0,3,3,1,Detchd,1,228.0,2,184,4,CWD,141500,0,0,86
60,RL,7500,3,Lvl,Inside,Gilbert,1Fam,2Story,6,5,1999,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,6,476.0,476.0,4,4,952,684,1636,1,0,2,1,3,3,1,Attchd,3,440.0,2,0,10,WD ,191000,0,1,11
20,RL,13072,3,Lvl,Inside,SawyerW,1Fam,1Story,6,5,2004,Gable,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,5,941.0,217.0,5,4,1158,0,1158,1,0,1,1,3,4,0,Detchd,1,576.0,2,0,5,New,158000,0,1,2
20,RL,10656,2,HLS,Inside,Timber,1Fam,1Story,8,5,2007,Gable,VinylSd,VinylSd,Stone,274.0,4,3,PConc,4,3,3,1,0.0,1638.0,5,4,1646,0,1646,0,0,2,0,3,4,1,Attchd,2,870.0,2,192,11,New,248900,0,1,1
50,RL,7200,3,Lvl,Corner,SWISU,1Fam,1.5Fin,5,7,1950,Gable,Wd Sdng,Wd Sdng,BrkFace,252.0,3,3,BrkTil,4,3,1,5,569.0,162.0,5,4,981,787,1768,1,0,1,1,3,4,2,Detchd,1,240.0,2,0,6,WD ,175000,0,1,70
190,RL,8800,3,Lvl,Inside,NAmes,2fmCon,1Story,6,7,2000,Hip,BrkFace,VinylSd,None,0.0,3,4,PConc,3,3,2,5,901.0,34.0,5,4,1565,0,1565,1,0,2,0,3,4,2,Attchd,2,299.0,2,200,6,WD ,185900,0,1,41
75,RM,10800,3,Lvl,Inside,OldTown,1Fam,2.5Unf,7,7,1970,Gable,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,4,3,2,3,390.0,490.0,2,4,880,888,1768,0,0,1,1,2,3,2,Detchd,1,320.0,0,0,10,WD ,163000,0,1,92
190,C (all),9000,3,Lvl,Inside,IDOTRR,2fmCon,1.5Fin,5,6,1951,Gable,WdShing,Wd Shng,None,0.0,2,2,CBlock,3,3,2,1,0.0,660.0,3,4,1060,336,1396,0,0,2,0,4,3,0,NA,0,0.0,2,0,10,WD ,115000,0,0,55
80,RL,13014,3,Lvl,Inside,Sawyer,1Fam,SLvl,6,5,1978,Gable,HdBoard,Plywood,BrkFace,39.0,3,3,CBlock,3,3,3,5,528.0,480.0,3,4,1096,0,1096,1,0,1,0,3,3,1,Attchd,1,484.0,2,168,12,WD ,157500,0,0,30
60,RL,15896,1,Lvl,CulDSac,Gilbert,1Fam,2Story,7,5,1999,Gable,VinylSd,VinylSd,BrkFace,210.0,4,3,PConc,4,3,1,5,913.0,264.0,5,4,1223,1089,2312,1,0,2,1,4,4,1,BuiltIn,3,658.0,2,298,5,WD ,245000,0,0,10
120,RL,5395,2,HLS,Inside,StoneBr,TwnhsE,1Story,8,5,1993,Gable,HdBoard,HdBoard,None,0.0,4,3,PConc,4,3,1,6,733.0,604.0,4,4,1337,0,1337,1,0,2,0,2,4,1,Attchd,2,462.0,2,96,10,WD ,180000,0,1,15
160,FV,5105,1,Lvl,FR2,Somerst,TwnhsE,2Story,7,5,2004,Gable,MetalSd,MetalSd,None,0.0,4,3,PConc,4,3,1,6,239.0,312.0,5,4,551,551,1102,0,0,2,1,2,4,0,Detchd,1,480.0,2,0,3,WD ,148800,0,1,3
60,RL,9473,3,Lvl,Inside,CollgCr,1Fam,2Story,8,5,2002,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,6,804.0,324.0,5,4,1128,903,2031,1,0,2,1,3,4,1,Attchd,2,577.0,2,0,3,WD ,237000,0,1,6
30,RL,8400,3,Bnk,Inside,SWISU,1Fam,1Story,2,5,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,2,1,3,290.0,0.0,3,2,438,0,438,0,0,1,0,1,2,0,Detchd,1,246.0,0,0,1,WD ,60000,0,0,89
85,RL,12102,3,Lvl,Inside,Edwards,1Fam,SFoyer,5,5,1976,Gable,HdBoard,Plywood,BrkFace,222.0,3,3,CBlock,4,4,4,5,456.0,0.0,5,4,1033,0,1033,0,1,1,0,3,3,0,BuiltIn,2,504.0,2,224,4,WD ,165000,0,0,32
60,RL,10905,1,Lvl,CulDSac,CollgCr,1Fam,2Story,7,5,2003,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1129.0,5,4,1129,1198,2327,0,0,2,1,4,4,1,BuiltIn,2,596.0,2,0,8,WD ,240000,0,1,5
20,RL,9556,2,Lvl,Corner,Gilbert,1Fam,1Story,7,5,1993,Gable,HdBoard,HdBoard,BrkFace,52.0,3,3,PConc,4,3,1,1,0.0,1168.0,4,4,1187,0,1187,0,0,2,0,3,4,0,Attchd,2,420.0,2,0,8,WD ,160000,0,1,15
190,RH,6430,3,Bnk,Corner,SWISU,2fmCon,1.5Fin,6,6,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,3,4,780.0,0.0,3,2,816,524,1340,1,0,1,0,3,3,0,Attchd,1,440.0,2,0,7,WD ,128000,0,0,61
90,RL,6040,3,Lvl,Inside,Edwards,Duplex,1Story,4,5,1955,Gable,AsbShng,Plywood,None,0.0,3,3,PConc,0,0,0,0,0.0,0.0,3,1,1152,0,1152,0,0,2,0,2,2,0,NA,0,0.0,0,0,6,WD ,82000,0,0,53
20,RL,14695,2,Lvl,Inside,NAmes,1Fam,1Story,6,8,2008,Gable,MetalSd,MetalSd,BrkFace,210.0,3,4,CBlock,3,3,1,5,1387.0,175.0,4,4,1567,0,1567,1,0,2,0,2,4,2,Attchd,1,542.0,2,0,7,WD ,256000,0,1,43
70,RM,9000,3,Lvl,Inside,OldTown,1Fam,2Story,7,9,1988,Hip,VinylSd,VinylSd,None,0.0,3,4,PConc,3,3,1,5,624.0,26.0,5,4,832,650,1482,0,1,1,0,3,3,0,Detchd,1,324.0,2,0,7,WD ,143000,0,0,89
20,RL,8368,2,HLS,Inside,Timber,1Fam,1Story,7,5,2007,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1689.0,5,4,1689,0,1689,0,0,2,0,3,4,0,Attchd,3,433.0,2,100,4,New,231713,0,1,1
190,RL,41600,2,Lvl,FR2,Gilbert,2fmCon,1Story,5,5,1990,Gable,HdBoard,HdBoard,None,0.0,3,3,CBlock,4,3,4,5,1047.0,53.0,3,4,1424,0,1424,1,0,1,1,3,3,0,2Types,1,828.0,0,144,11,WD ,155000,0,0,38
20,RL,6490,3,Lvl,Inside,Mitchel,1Fam,1Story,5,7,1983,Gable,VinylSd,VinylSd,None,0.0,3,4,CBlock,3,3,1,6,534.0,282.0,5,4,816,0,816,0,1,1,0,2,3,0,Attchd,1,264.0,2,315,4,WD ,128500,0,0,25
30,RL,7290,3,Lvl,Corner,SWISU,1Fam,1Story,7,8,1950,Gable,WdShing,Wd Shng,BrkFace,174.0,3,3,BrkTil,3,3,1,1,0.0,1228.0,5,4,1424,0,1424,0,0,2,0,2,3,1,Attchd,1,312.0,2,0,4,WD ,168000,0,1,87
60,RL,7472,2,Lvl,CulDSac,NAmes,1Fam,2Story,7,9,2004,Gable,HdBoard,HdBoard,BrkFace,138.0,3,3,CBlock,3,3,1,5,626.0,99.0,4,4,725,754,1479,1,0,1,1,4,4,0,Attchd,3,484.0,2,0,6,WD ,184000,0,1,35
190,RL,7000,3,Lvl,Inside,NAmes,2fmCon,SFoyer,5,5,1962,Gable,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,3,5,953.0,72.0,3,4,1025,0,1025,1,0,1,0,3,3,0,NA,0,0.0,2,96,3,WD ,124000,0,1,44
20,RL,11717,2,Lvl,Inside,NWAmes,1Fam,1Story,6,6,1970,Hip,HdBoard,HdBoard,BrkFace,571.0,3,3,CBlock,3,3,1,1,0.0,1442.0,3,4,1442,0,1442,0,0,2,0,2,3,1,Attchd,2,615.0,2,371,2,WD ,185000,0,0,39
60,RL,11194,2,Lvl,Corner,Gilbert,1Fam,2Story,8,5,2000,Gable,VinylSd,VinylSd,BrkFace,40.0,4,3,PConc,4,3,1,1,0.0,1406.0,5,4,1454,482,1936,0,0,2,1,3,4,1,Attchd,2,504.0,2,188,11,WD ,230500,0,1,6
60,RL,11250,2,Lvl,Corner,CollgCr,1Fam,2Story,7,5,1998,Gable,VinylSd,VinylSd,BrkFace,227.0,3,3,PConc,4,3,2,5,796.0,258.0,5,4,1070,869,1939,0,1,2,1,3,4,1,Attchd,2,555.0,2,128,5,WD ,227000,0,1,8
60,RL,8633,3,Lvl,FR2,CollgCr,1Fam,2Story,6,5,2005,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,6,193.0,545.0,5,4,738,738,1476,1,0,2,1,3,4,0,Attchd,3,540.0,2,100,2,WD ,173500,0,1,4
85,RL,8400,3,Lvl,Inside,NAmes,1Fam,SFoyer,5,6,1968,Gable,HdBoard,HdBoard,None,0.0,3,3,CBlock,4,3,4,6,744.0,89.0,4,4,898,0,898,1,0,1,0,3,3,0,Attchd,2,326.0,2,143,8,WD ,140000,0,0,38
20,RL,10037,3,Lvl,Corner,Somerst,1Fam,1Story,8,5,2007,Hip,VinylSd,VinylSd,None,0.0,4,3,PConc,5,3,1,6,666.0,794.0,5,4,1460,0,1460,0,0,2,0,3,4,1,Attchd,3,480.0,2,0,8,WD ,247000,0,1,2
85,RL,8014,2,Lvl,CulDSac,Sawyer,1Fam,SFoyer,6,5,1978,Gable,Plywood,HdBoard,BrkFace,23.0,3,3,CBlock,4,3,4,6,456.0,0.0,3,4,1034,0,1034,0,1,1,0,3,3,1,Basment,3,504.0,2,0,6,WD ,149900,0,0,31
20,RL,12250,2,Lvl,Inside,CollgCr,1Fam,1Story,5,6,1978,Gable,HdBoard,HdBoard,BrkFace,180.0,3,3,CBlock,4,3,2,5,781.0,83.0,5,4,1174,0,1174,1,0,1,0,3,3,0,Attchd,1,528.0,2,211,5,WD ,158000,0,1,30
160,FV,2403,2,Lvl,FR2,Somerst,TwnhsE,2Story,7,5,2003,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,6,244.0,286.0,5,4,530,550,1080,0,0,2,1,2,4,0,Attchd,2,496.0,2,0,6,WD ,147110,0,1,7
50,RM,8600,3,Bnk,Inside,IDOTRR,1Fam,1.5Fin,6,6,1950,Gable,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,1,1,0.0,780.0,3,4,780,596,1376,0,0,2,0,3,3,1,Detchd,1,198.0,0,0,6,WD ,119500,0,0,69
50,RL,13680,3,HLS,Inside,Crawfor,1Fam,1.5Fin,5,6,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,5,728.0,112.0,5,4,840,727,1567,1,0,1,1,2,3,2,Detchd,1,440.0,2,0,2,WD ,205000,0,1,69
70,RL,10800,3,Lvl,Inside,OldTown,1Fam,2Story,5,9,1999,Gable,Wd Sdng,HdBoard,None,0.0,3,4,CBlock,4,3,3,1,0.0,736.0,5,4,751,783,1534,0,0,1,1,3,4,0,NA,0,0.0,0,0,7,WD ,148000,0,1,112
120,RL,5389,2,Lvl,Inside,StoneBr,TwnhsE,1Story,8,5,1996,Gable,CemntBd,CmentBd,None,0.0,4,3,PConc,4,3,1,6,1180.0,415.0,5,4,1616,0,1616,1,0,2,0,2,4,1,Attchd,2,608.0,2,237,3,WD ,236500,0,1,15
50,RL,10890,3,Lvl,Inside,SWISU,1Fam,1.5Fin,5,5,1950,Gable,MetalSd,MetalSd,None,0.0,3,3,BrkTil,2,3,1,2,930.0,128.0,3,4,1058,493,1551,1,0,2,0,3,2,0,Detchd,1,240.0,2,0,7,WD ,137000,0,0,68
20,RL,9768,3,Lvl,Inside,NAmes,1Fam,1Story,5,5,1955,Gable,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,3,100.0,613.0,4,4,960,0,960,1,0,1,0,2,3,0,Attchd,2,330.0,2,0,2,WD ,122000,0,1,54
20,RL,8993,2,Lvl,Inside,Gilbert,1Fam,1Story,7,5,2007,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,3,1,0.0,1302.0,5,4,1302,0,1302,0,0,2,0,3,4,0,Attchd,3,436.0,2,0,8,New,176485,0,1,0
30,RL,11672,1,Lvl,Inside,BrkSide,1Fam,1Story,5,5,1950,Gable,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,1,1,0.0,816.0,3,3,816,0,816,0,0,1,0,2,3,0,Detchd,1,210.0,0,168,7,WD ,109000,0,1,81
120,RM,9763,2,Lvl,Inside,GrnHill,TwnhsE,1Story,7,5,1998,Gable,Wd Sdng,Wd Sdng,BrkFace,239.0,4,3,PConc,4,3,1,6,1102.0,328.0,5,4,1502,0,1502,1,0,1,1,1,4,1,Attchd,3,286.0,2,0,9,WD ,330000,0,0,9
20,RM,9836,3,Bnk,Inside,OldTown,1Fam,1Story,6,5,2008,Gable,VinylSd,VinylSd,None,0.0,3,3,PConc,3,3,1,6,96.0,96.0,4,4,1133,0,1133,1,0,1,0,3,3,0,Detchd,1,308.0,2,0,12,WD ,143000,0,1,0
60,RL,10557,2,Lvl,Inside,NoRidge,1Fam,2Story,9,5,1998,Gable,MetalSd,MetalSd,BrkFace,422.0,4,3,PConc,5,3,4,6,672.0,736.0,5,4,1671,1407,3078,1,0,2,1,4,4,1,Attchd,3,806.0,2,108,7,WD ,410000,0,1,9
60,RL,8462,2,Lvl,Inside,SawyerW,1Fam,2Story,6,5,1994,Gable,HdBoard,HdBoard,BrkFace,105.0,4,4,PConc,4,4,1,6,814.0,114.0,5,4,936,785,1721,0,1,2,1,3,4,0,Attchd,2,471.0,2,300,7,WD ,201000,0,1,13
50,RL,10818,3,Lvl,Inside,OldTown,1Fam,1.5Fin,4,4,1950,Gable,VinylSd,VinylSd,None,0.0,3,3,BrkTil,2,3,1,1,0.0,1077.0,3,3,981,779,1760,0,0,1,1,4,3,1,Detchd,1,648.0,2,120,2,COD,80000,0,1,96
70,RL,7259,2,Lvl,Inside,Crawfor,1Fam,2Story,6,8,2002,Gambrel,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,5,774.0,104.0,5,4,1436,884,2320,1,0,2,1,3,4,1,Detchd,1,180.0,2,224,7,WD ,259500,0,0,62
60,RL,11800,2,Lvl,Inside,Timber,1Fam,2Story,7,5,2004,Gable,VinylSd,VinylSd,BrkFace,94.0,4,3,PConc,4,3,4,6,766.0,356.0,5,4,1146,1340,2486,1,0,3,1,5,4,1,BuiltIn,3,452.0,2,143,7,WD ,279900,0,1,4
20,RL,7500,3,Lvl,Inside,NAmes,1Fam,1Story,5,7,1994,Hip,BrkFace,BrkFace,None,0.0,3,3,CBlock,3,3,1,2,340.0,0.0,5,4,1246,0,1246,1,0,1,1,3,4,0,Attchd,2,305.0,2,218,5,WD ,154000,0,0,51
50,RL,159000,1,Low,CulDSac,ClearCr,1Fam,1.5Fin,6,7,2006,Gable,Wd Sdng,HdBoard,BrkCmn,472.0,4,3,CBlock,4,3,4,3,697.0,747.0,4,4,1444,700,2144,0,1,2,0,4,4,2,Attchd,3,389.0,2,0,6,WD ,277000,0,1,49
50,RL,6488,3,Lvl,Inside,Edwards,1Fam,1.5Fin,5,5,1950,Gable,BrkFace,Wd Sdng,None,0.0,3,3,BrkTil,3,3,1,2,230.0,569.0,5,3,799,351,1150,0,0,1,0,3,3,2,BuiltIn,1,215.0,2,264,3,WD ,128000,0,0,64
20,RL,14230,3,Lvl,Corner,NridgHt,1Fam,1Story,8,5,2007,Gable,VinylSd,VinylSd,Stone,640.0,4,3,PConc,4,3,1,1,0.0,1566.0,5,4,1600,0,1600,0,0,2,0,3,4,1,Attchd,2,890.0,2,0,7,WD ,256300,0,1,2
50,RL,7810,2,HLS,Inside,Crawfor,1Fam,1.5Fin,4,6,2003,Gable,AsbShng,CmentBd,None,0.0,3,4,BrkTil,3,4,1,6,189.0,741.0,5,4,1230,525,1755,0,0,2,0,4,4,1,Detchd,1,231.0,2,0,11,WD ,188000,0,1,77
20,RL,14331,3,Lvl,Inside,Timber,1Fam,1Story,8,5,2002,Hip,VinylSd,VinylSd,BrkFace,630.0,4,3,PConc,5,3,4,6,1274.0,526.0,5,4,1800,0,1800,1,0,2,0,3,4,1,Attchd,3,765.0,2,270,5,WD ,312500,0,1,4
160,FV,3182,3,Lvl,Inside,Somerst,TwnhsE,2Story,7,5,2005,Gable,MetalSd,MetalSd,None,0.0,4,3,PConc,4,3,1,1,0.0,600.0,5,4,600,600,1200,0,0,2,1,2,4,0,Detchd,2,480.0,2,0,6,WD ,151000,0,1,6
160,RM,1920,3,Lvl,Inside,BrDale,TwnhsE,2Story,5,5,1971,Gable,HdBoard,HdBoard,BrkFace,376.0,3,3,CBlock,3,3,1,5,471.0,294.0,5,4,765,600,1365,1,0,1,1,2,3,0,Detchd,1,440.0,2,240,8,WD ,122500,0,1,36
60,RL,10110,3,Lvl,Inside,SawyerW,1Fam,2Story,6,5,2003,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,2,6,80.0,200.0,5,4,835,861,1696,1,0,2,1,3,4,0,Attchd,2,542.0,2,143,7,WD ,188000,0,1,5
60,RL,10984,2,Lvl,Corner,CollgCr,1Fam,2Story,7,5,2006,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,4,1,0.0,945.0,5,4,945,864,1809,0,0,2,1,3,4,0,Attchd,2,638.0,2,144,5,New,209700,0,1,1
20,RL,14082,2,HLS,Inside,StoneBr,1Fam,1Story,8,5,2006,Hip,VinylSd,VinylSd,BrkFace,945.0,4,3,PConc,5,4,4,6,1558.0,662.0,5,4,2234,0,2234,1,0,1,1,1,4,1,Attchd,2,724.0,2,390,1,WD ,441929,0,1,1
60,RL,8480,2,Lvl,Inside,SawyerW,1Fam,2Story,6,5,1994,Gable,HdBoard,HdBoard,BrkFace,120.0,4,3,PConc,4,3,1,6,602.0,284.0,5,4,886,794,1680,0,1,2,1,3,4,0,Attchd,2,474.0,2,144,10,WD ,163000,0,1,15
60,RL,12205,2,Low,Inside,ClearCr,1Fam,2Story,6,8,2007,Gable,HdBoard,HdBoard,BrkFace,157.0,3,3,CBlock,3,2,4,2,568.0,264.0,4,4,976,1111,2087,0,0,2,1,5,4,0,Attchd,3,444.0,2,133,7,WD ,187500,0,1,41
20,RL,15750,3,Lvl,FR3,CollgCr,1Fam,1Story,8,5,2000,Gable,VinylSd,VinylSd,BrkFace,260.0,4,3,PConc,4,3,4,6,1246.0,216.0,5,4,1513,0,1513,1,0,2,0,2,4,1,Attchd,3,521.0,2,135,6,WD ,220000,0,1,10
20,RL,8050,3,Lvl,Inside,NAmes,1Fam,1Story,5,6,1993,Gable,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,5,474.0,437.0,3,4,1107,0,1107,1,0,1,0,3,4,0,Attchd,2,308.0,2,88,3,WD ,127000,0,1,40
20,RL,7200,3,Lvl,Inside,NAmes,1Fam,1Story,5,7,2007,Gable,VinylSd,VinylSd,None,0.0,3,3,Slab,0,0,0,0,0.0,0.0,5,4,827,0,827,0,0,1,0,2,3,1,Detchd,1,392.0,2,0,4,WD ,107500,0,0,55
75,RM,6300,3,Lvl,Inside,OldTown,1Fam,2.5Unf,6,6,2001,Gable,Wd Sdng,Wd Shng,None,0.0,3,3,CBlock,3,3,1,1,0.0,742.0,5,4,742,742,1484,0,0,2,0,3,3,1,NA,0,0.0,2,0,6,WD ,128000,0,1,94
30,RM,5232,0,Bnk,Inside,OldTown,1Fam,1Story,5,5,2004,Gable,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,2,3,1,1,0.0,680.0,4,1,764,0,764,0,0,1,0,2,3,0,Detchd,1,504.0,0,0,6,WD ,73000,0,0,83
20,RL,11846,2,HLS,Inside,NridgHt,1Fam,1Story,9,5,2004,Hip,VinylSd,VinylSd,BrkFace,562.0,4,3,PConc,5,3,4,6,1567.0,225.0,5,4,1792,0,1792,1,0,2,0,2,5,1,Attchd,3,874.0,2,206,8,WD ,374000,0,1,3
60,RL,16900,3,Lvl,Inside,NridgHt,1Fam,2Story,8,5,2002,Gable,VinylSd,VinylSd,BrkFace,1110.0,4,3,PConc,5,3,2,6,1075.0,404.0,5,4,1515,1134,2649,1,0,2,1,4,4,1,Attchd,3,746.0,2,0,1,WD ,421250,0,1,7
60,RL,9636,2,Lvl,Corner,Gilbert,1Fam,2Story,6,5,1993,Gable,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,1,0.0,808.0,4,4,808,785,1593,0,0,2,1,3,3,1,BuiltIn,2,389.0,2,342,12,WD ,178000,0,1,17
85,RL,10012,3,Lvl,Inside,Edwards,1Fam,SFoyer,4,5,1972,Gable,Plywood,Plywood,None,0.0,3,3,CBlock,4,3,3,4,920.0,38.0,3,4,1181,0,1181,1,0,2,0,3,3,0,Detchd,2,588.0,2,0,4,WD ,137500,0,1,36
20,RL,14303,2,Lvl,Corner,NoRidge,1Fam,1Story,8,5,1994,Hip,HdBoard,HdBoard,BrkFace,554.0,4,3,PConc,4,3,4,6,1314.0,672.0,5,4,1987,0,1987,1,0,2,0,2,4,1,Attchd,3,691.0,2,262,8,WD ,301500,0,1,14
70,RL,5707,3,Bnk,Inside,SWISU,1Fam,2Story,6,6,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,1,1,0.0,583.0,4,2,647,595,1242,0,0,1,1,3,3,1,Detchd,1,180.0,2,329,3,WD ,105000,0,1,74
20,RL,9360,3,Lvl,Inside,NAmes,1Fam,1Story,6,7,2004,Hip,HdBoard,HdBoard,BrkFace,203.0,3,3,CBlock,3,3,3,5,760.0,216.0,3,4,976,0,976,1,0,1,0,2,4,1,Attchd,2,504.0,2,94,8,WD ,157500,0,0,38
50,RM,5680,3,Lvl,Inside,OldTown,1Fam,1.5Fin,5,3,1950,Gable,AsbShng,AsbShng,None,0.0,3,3,CBlock,3,3,1,1,0.0,969.0,3,3,969,245,1214,0,0,1,0,2,3,0,Detchd,1,216.0,0,0,9,WD ,117000,0,1,106
20,RL,7000,3,Lvl,Inside,NAmes,1Fam,1Story,5,6,1962,Gable,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,4,468.0,396.0,4,4,864,0,864,0,1,1,0,3,3,0,Attchd,1,336.0,2,0,2,WD ,105000,0,0,44
50,RL,10480,3,Lvl,Inside,SWISU,1Fam,1.5Fin,6,5,1950,Gable,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1064.0,5,3,1166,0,1639,0,0,1,0,3,3,0,Detchd,1,240.0,2,0,3,WD ,115000,0,0,72
20,RL,11578,3,Lvl,Inside,NridgHt,1Fam,1Story,9,5,2008,Gable,VinylSd,VinylSd,Stone,302.0,5,3,PConc,5,3,1,1,0.0,1736.0,5,4,1736,0,1736,0,0,2,0,3,5,1,Attchd,2,834.0,2,319,7,WD ,360000,0,1,1
90,RL,7018,3,Bnk,Inside,SawyerW,Duplex,1Story,5,5,1979,Gable,Plywood,Plywood,None,0.0,3,3,Slab,0,0,0,0,0.0,0.0,3,4,1535,0,1535,0,0,2,0,4,3,0,Attchd,1,400.0,2,0,6,WD ,118858,0,0,30
60,RL,9130,3,Lvl,Inside,NWAmes,1Fam,2Story,6,8,2000,Hip,HdBoard,HdBoard,BrkFace,252.0,3,3,CBlock,3,3,1,6,400.0,336.0,4,4,800,832,1632,0,1,1,1,4,4,0,Attchd,1,484.0,2,0,7,WD ,173000,0,1,42
30,RL,10800,3,Lvl,Corner,OldTown,1Fam,1Story,3,5,1998,Gable,VinylSd,VinylSd,None,0.0,3,3,BrkTil,3,3,1,1,0.0,630.0,3,3,725,0,725,0,0,1,1,1,3,0,Detchd,1,320.0,2,0,11,WD ,78500,0,1,119
60,RL,8244,2,Lvl,Inside,Gilbert,1Fam,2Story,7,5,2004,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,840.0,5,4,840,880,1720,0,0,2,1,3,4,1,Attchd,3,440.0,2,100,5,WD ,183500,0,1,3
20,RM,6000,3,Bnk,Inside,OldTown,2fmCon,1Story,4,4,1953,Gable,MetalSd,MetalSd,None,0.0,2,3,CBlock,2,3,1,1,0.0,936.0,3,4,936,0,936,0,0,1,0,2,3,0,Detchd,1,576.0,2,0,2,WD ,93000,0,1,56
120,RL,3621,3,Lvl,Inside,Blmngtn,TwnhsE,1Story,8,5,2003,Hip,VinylSd,VinylSd,BrkFace,72.0,4,3,PConc,4,3,4,6,1084.0,322.0,5,4,1589,0,1589,1,0,2,0,2,4,1,Attchd,3,630.0,2,143,11,WD ,226500,0,1,4
60,RL,7837,2,Lvl,Inside,Gilbert,1Fam,2Story,6,7,1994,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,799.0,4,4,799,772,1571,0,0,2,1,3,3,1,Attchd,2,380.0,2,0,5,WD ,178000,0,1,16
20,RL,10665,2,Lvl,Inside,CollgCr,1Fam,1Story,7,5,2003,Gable,VinylSd,VinylSd,BrkFace,167.0,4,3,PConc,4,3,3,6,1013.0,440.0,5,4,1479,0,1479,1,0,2,0,3,4,0,Attchd,2,558.0,2,144,6,WD ,226000,0,1,4
